Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_flag,Age_Group,Tenure_Group,Customer_Lifecycle,Revenue_Per_Month,Total_Extra_Charges,Net_Revenue,Charge_Revenue_Ratio,Revenue_to_Charge_Ratio,Referral_Group,Has_Referral,Service_Count,Streaming_Service_Count,Protection_Service_Count,Has_Phone_Service,Has_Multiple_Lines,Is_Long_Term_Contract,Has_Internet,Has_Online_Security,Is_Automatic_Payment,Is_Paperless,Has_Value_Deal,Average_Charge_Per_Month,Charge_Difference,Refund_Rate,Extra_Charge_Ratio,Revenue_Segment,Age_MonthlyCharge_Interaction,Churn_Status_Predicted,Churn_Prediction
13829-PUN,Female,34,Yes,Punjab,12,26,NO DEAL,No,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.5,30.5,0.0,0,0.0,30.5,Churned,Attitude,Attitude of service provider,1,Middle Age,25-48 Months,Established,1.1730769230769231,0.0,30.5,1.0,1.0,High,1,2,0,1,0,0,0,1,1,0,0,0,1.1730769230769231,29.32692307692308,0.0,0.0,Low Value,1037.0,1,Churned
73036-JAM,Female,66,Yes,Jammu & Kashmir,10,21,NO DEAL,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.25,91.1,0.0,0,87.98,179.08,Churned,Competitor,Competitor made better offer,1,Elder,13-24 Months,Growing,8.527619047619048,87.98,179.08,0.2750167522894795,3.636142131979696,High,1,3,0,1,1,0,0,1,1,0,1,0,4.338095238095238,44.911904761904765,0.0,0.4912888094706276,Low Value,3250.5,1,Churned
72357-MAD,Female,53,No,Madhya Pradesh,14,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.3,44.3,0.0,0,42.95,87.25,Joined,Others,Others,0,Senior,7-12 Months,Growing,7.270833333333333,42.95,87.25,0.5077363896848137,1.969525959367946,High,1,2,0,0,1,0,0,1,0,0,1,0,3.6916666666666655,40.60833333333333,0.0,0.4922636103151863,Low Value,2347.9,1,Churned
36405-CHH,Male,47,No,Chhattisgarh,9,26,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,104.5,4036.85,0.0,0,1507.6,5544.45,Churned,Competitor,Competitor had better devices,1,Senior,25-48 Months,Established,213.24807692307687,1507.6,5544.45,0.0188476765053341,53.05693779904306,High,1,8,3,2,1,1,0,1,0,0,1,0,155.26346153846154,-50.76346153846154,0.0,0.2719115511908304,Very High Value,4911.5,1,Churned
22439-RAJ,Female,73,Yes,Rajasthan,4,1,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.0,1120.3,0.0,120,127.49,1367.79,Churned,Dissatisfaction,Product dissatisfaction,1,Elder,0-6 Months,New,1367.79,247.49,1367.79,0.069455106412534,14.39778947368421,Medium,1,4,2,1,1,0,0,1,0,0,1,0,1120.3,-1025.3,0.0,0.1809415188004006,Medium Value,6935.0,1,Churned
69173-TAM,Male,27,No,Tamil Nadu,9,27,Deal 5,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.85,19.85,0.0,0,31.77,51.62,Churned,Attitude,Attitude of support person,1,Young Adult,25-48 Months,Established,1.911851851851852,31.77,51.62,0.384540875629601,2.600503778337531,High,1,1,0,0,1,0,0,0,0,0,1,0,0.7351851851851853,19.114814814814817,0.0,0.6154591243703991,Low Value,535.95,1,Churned
22286-HAR,Female,54,Yes,Haryana,6,36,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,0.0,0,40.71,140.46,Churned,Competitor,Competitor had better devices,1,Senior,25-48 Months,Established,3.901666666666667,40.71,140.46,0.7101665954720204,1.40812030075188,High,1,7,3,1,1,1,0,1,0,0,1,0,2.770833333333333,96.97916666666669,0.0,0.2898334045279795,Low Value,5386.5,1,Churned
25964-HAR,Male,66,Yes,Haryana,10,1,Deal 2,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,84.35,4059.35,0.0,0,1937.95,5997.3,Churned,Competitor,Competitor offered higher download speeds,1,Elder,0-6 Months,New,5997.3,1937.95,5997.3,0.0140646624314274,71.1001778304683,High,1,9,3,3,1,1,1,1,1,0,0,0,4059.35,-3975.0,0.0,0.323137078351925,Very High Value,5567.099999999999,1,Churned
31698-PUN,Female,20,Yes,Punjab,15,1,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,111.2,2317.1,0.0,120,761.46,3198.56,Churned,Attitude,Attitude of service provider,1,Young Adult,0-6 Months,New,3198.56,881.46,3198.56,0.034765644540043,28.764028776978417,High,1,8,3,3,1,1,0,1,0,0,1,0,2317.1,-2205.9,0.0,0.2755802611175029,High Value,2224.0,1,Churned
76182-UTT,Male,47,No,Uttar Pradesh,7,10,NO DEAL,No,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,40.2,1448.8,0.0,0,0.0,1448.8,Churned,Competitor,Competitor offered more data,1,Senior,7-12 Months,Growing,144.88,0.0,1448.8,0.0277471010491441,36.03980099502487,High,1,4,0,3,0,0,0,1,1,0,0,0,144.88,-104.68,0.0,0.0,Medium Value,1889.4,1,Churned
69444-JAM,Female,31,Yes,Jammu & Kashmir,5,10,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.85,511.25,13.03,0,200.34,698.56,Churned,Competitor,Competitor made better offer,1,Middle Age,7-12 Months,Growing,69.856,200.34,685.53,0.1057174759505268,9.459174001354096,Medium,1,4,1,0,1,1,0,1,0,0,1,0,51.125,22.724999999999994,0.0254865525672371,0.2867899679340357,Medium Value,2289.35,1,Churned
66612-TEL,Female,38,Yes,Telangana,8,27,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,1553.95,0.0,0,688.8,2242.75,Churned,Attitude,Attitude of service provider,1,Middle Age,25-48 Months,Established,83.06481481481481,688.8,2242.75,0.0451900568498495,22.128761716822893,High,1,7,3,2,1,0,0,1,0,0,1,0,57.5537037037037,43.79629629629629,0.0,0.307122951733363,High Value,3851.3,1,Churned
93739-UTT,Female,44,No,Uttar Pradesh,14,6,NO DEAL,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,181.65,0.0,0,73.62,255.27,Churned,Competitor,Competitor offered higher download speeds,1,Middle Age,0-6 Months,New,42.545,73.62,255.27,0.3378775414267246,2.959652173913044,High,1,5,0,3,1,0,0,1,1,0,1,0,30.275,55.975,0.0,0.2884005170995417,Low Value,3795.0,1,Churned
19096-WES,Female,58,Yes,West Bengal,14,28,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.75,1052.4,0.0,0,172.56,1224.96,Churned,Attitude,Attitude of support person,1,Senior,25-48 Months,Established,43.74857142857143,172.56,1224.96,0.073267698537095,13.64857938718663,High,1,5,1,1,1,1,0,1,0,0,1,0,37.58571428571429,52.16428571428571,0.0,0.1408699059561128,Medium Value,5205.5,1,Churned
46624-WES,Female,26,Yes,West Bengal,13,27,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,80.2,80.2,0.0,0,1.23,81.43,Churned,Price,Lack of affordable download/upload speed,1,Young Adult,25-48 Months,Established,3.0159259259259263,1.23,81.43,0.9848950018420728,1.0153366583541148,High,1,4,0,1,1,1,0,1,0,0,1,0,2.9703703703703703,77.22962962962963,0.0,0.015104998157927,Low Value,2085.2000000000003,1,Churned
14078-MAH,Female,28,Yes,Maharashtra,6,18,Deal 5,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.85,63.75,0.0,0,77.25,141.0,Churned,Price,Long distance charges,1,Young Adult,13-24 Months,Growing,7.833333333333333,77.25,141.0,0.1407801418439716,7.103274559193954,High,1,1,0,0,1,0,0,0,0,0,0,0,3.5416666666666665,16.308333333333334,0.0,0.5478723404255319,Low Value,555.8000000000001,1,Churned
68369-UTT,Female,76,No,Uttar Pradesh,6,12,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.25,3949.15,0.0,0,785.85,4735.0,Stayed,Others,Others,0,Elder,7-12 Months,Growing,394.5833333333333,785.85,4735.0,0.0213833157338965,46.76543209876543,High,1,7,3,1,1,1,0,1,0,0,1,0,329.09583333333336,-227.84583333333336,0.0,0.1659662090813094,High Value,7695.0,1,Churned
91027-CHH,Male,42,No,Chhattisgarh,4,20,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.7,2362.1,0.0,0,872.0,3234.1,Churned,Competitor,Competitor had better devices,1,Middle Age,13-24 Months,Growing,161.70499999999998,872.0,3234.1,0.0292817167063479,34.15100316789862,Medium,1,6,3,0,1,1,0,1,0,0,1,0,118.105,-23.404999999999987,0.0,0.2696267895241334,High Value,3977.4,1,Churned
85993-KAR,Female,42,Yes,Karnataka,11,1,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,Churned,Competitor,Competitor had better devices,1,Middle Age,0-6 Months,New,110.71,39.81,110.71,0.6404118869117515,1.5614950634696754,High,1,2,0,0,1,0,0,1,0,0,0,0,70.9,0.0,0.0,0.3595881130882486,Low Value,2977.8,1,Churned
66612-KAR,Female,58,Yes,Karnataka,11,18,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,58.0,0.0,0,8.07,66.07,Joined,Others,Others,0,Senior,13-24 Months,Growing,3.670555555555555,8.07,66.07,0.3019524746481005,3.3117794486215537,High,1,1,0,0,1,0,0,0,0,0,0,0,3.2222222222222223,16.727777777777778,0.0,0.122143181474194,Low Value,1157.1,1,Churned
22119-WES,Male,31,Yes,West Bengal,5,5,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,33.7,0.0,0,3.62,37.32,Joined,Others,Others,0,Middle Age,0-6 Months,New,7.464,3.62,37.32,0.5372454448017149,1.8613466334164588,Medium,1,1,0,0,1,0,0,0,0,0,0,0,6.74,13.31,0.0,0.0969989281886388,Low Value,621.5500000000001,1,Churned
53287-MAH,Female,69,Yes,Maharashtra,3,7,NO DEAL,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.5,6205.5,0.0,0,982.52,7188.02,Churned,Attitude,Attitude of support person,1,Elder,7-12 Months,Growing,1026.86,982.52,7188.02,0.014677199006124,68.13289099526067,Medium,1,8,3,3,1,0,1,1,1,0,1,0,886.5,-781.0,0.0,0.1366885456634789,Very High Value,7279.5,1,Churned
21811-CHH,Male,29,No,Chhattisgarh,13,7,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.3,0.0,100,20.2,975.5,Churned,Competitor,Competitor offered more data,1,Young Adult,7-12 Months,Growing,139.35714285714286,120.2,975.5,0.0873910814966683,11.442815249266864,High,1,4,2,0,1,1,0,1,0,0,1,0,122.18571428571428,-36.93571428571428,0.0,0.1232188621219887,Medium Value,2472.25,1,Churned
32681-MAH,Female,83,Yes,Maharashtra,3,1,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.35,474.9,0.0,0,172.26,647.16,Churned,Other,Deceased,1,Elder,0-6 Months,New,647.16,172.26,647.16,0.1303387106743309,7.672317723770006,Medium,1,4,1,0,1,1,0,1,0,0,1,0,474.9,-390.55,0.0,0.2661783793806787,Medium Value,7001.049999999999,1,Churned
53535-ASS,Female,28,No,Assam,11,10,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,115.55,8127.6,0.0,0,714.7,8842.3,Churned,Dissatisfaction,Network reliability,1,Young Adult,7-12 Months,Growing,884.2299999999999,714.7,8842.3,0.013067866957692,76.5235828645608,High,1,10,3,4,1,1,1,1,1,0,0,0,812.76,-697.21,0.0,0.0808273865397012,Very High Value,3235.4,1,Churned
39219-KAR,Female,58,Yes,Karnataka,6,35,Deal 3,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.3,676.35,0.0,0,139.25,815.6,Churned,Price,Long distance charges,1,Senior,25-48 Months,Established,23.302857142857142,139.25,815.6,0.0310201078960274,32.237154150197625,High,1,2,0,0,1,1,1,0,0,0,0,0,19.324285714285715,5.975714285714286,0.0,0.1707332025502697,Medium Value,1467.4,1,Churned
47612-AND,Female,58,Yes,Andhra Pradesh,10,35,NO DEAL,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,105.1,1582.75,0.0,0,335.85,1918.6,Churned,Competitor,Competitor made better offer,1,Senior,25-48 Months,Established,54.817142857142855,335.85,1918.6,0.0547795267382466,18.25499524262607,High,1,8,3,3,1,0,0,1,1,0,0,0,45.22142857142857,59.87857142857143,0.0,0.1750495152715522,Medium Value,6095.799999999999,1,Churned
62148-JAM,Male,21,Yes,Jammu & Kashmir,1,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,371.9,0.0,0,115.08,486.98,Churned,Competitor,Competitor made better offer,1,Young Adult,0-6 Months,New,486.98,115.08,486.98,0.1741344613741837,5.742688679245283,Low,1,6,1,2,1,1,0,1,0,0,1,0,371.9,-287.1,0.0,0.2363136063082672,Low Value,1780.8,1,Churned
31049-TAM,Female,61,No,Tamil Nadu,7,8,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.85,167.3,0.0,0,28.28,195.58,Churned,Competitor,Competitor made better offer,1,Elder,7-12 Months,Growing,24.4475,28.28,195.58,0.4389508129665609,2.278159580663949,High,1,5,2,1,1,0,0,1,0,0,1,0,20.9125,64.9375,0.0,0.1445955619183965,Low Value,5236.849999999999,1,Churned
74023-JAM,Female,20,Yes,Jammu & Kashmir,6,11,NO DEAL,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.2,Churned,Competitor,Competitor made better offer,1,Young Adult,7-12 Months,Growing,30.29090909090909,110.05,333.2,0.1415066026410564,7.066808059384941,High,1,4,1,0,1,1,0,1,0,0,0,0,20.286363636363635,26.863636363636363,0.0,0.330282112845138,Low Value,943.0,1,Churned
66712-GUJ,Female,47,Yes,Gujarat,6,33,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,84.3,235.05,0.0,0,41.16,276.21,Joined,Others,Others,0,Senior,25-48 Months,Established,8.37,41.16,276.21,0.3052025632670794,3.276512455516014,High,1,5,2,1,1,0,0,1,0,0,0,0,7.122727272727273,77.17727272727272,0.0,0.1490170522428587,Low Value,3962.1,1,Churned
32554-DEL,Male,28,No,Delhi,0,21,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.9,75.9,0.0,0,44.56,120.46,Churned,Competitor,Competitor made better offer,1,Young Adult,13-24 Months,Growing,5.736190476190476,44.56,120.46,0.6300846754109248,1.5870882740447956,No Referral,0,3,0,1,1,0,0,1,0,0,1,0,3.6142857142857143,72.28571428571429,0.0,0.3699153245890752,Low Value,2125.2000000000003,1,Churned
65631-RAJ,Female,50,No,Rajasthan,15,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.55,85.55,0.0,0,33.34,118.89,Churned,Other,Moved,1,Senior,7-12 Months,Growing,16.984285714285715,33.34,118.89,0.7195727142736984,1.3897136177673874,High,1,4,1,1,1,0,0,1,0,0,1,0,12.221428571428572,73.32857142857142,0.0,0.2804272857263016,Low Value,4277.5,1,Churned
86508-UTT,Male,50,No,Uttar Pradesh,8,7,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.35,1444.65,0.0,0,733.95,2178.6,Churned,Competitor,Competitor had better devices,1,Senior,7-12 Months,Growing,311.2285714285714,733.95,2178.6,0.0428486183787753,23.337975361542583,High,1,6,3,0,1,1,0,1,0,0,1,0,206.37857142857143,-113.02857142857144,0.0,0.3368906637290003,High Value,4667.5,1,Churned
53815-BIH,Female,36,No,Bihar,2,4,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,19.7,0.0,0,34.28,53.98,Joined,Others,Others,0,Middle Age,0-6 Months,New,13.495,34.28,53.98,0.3649499814746202,2.7401015228426395,Low,1,1,0,0,1,0,0,0,0,0,0,0,4.925,14.775,0.0,0.6350500185253798,Low Value,709.1999999999999,1,Churned
34110-MAH,Female,20,Yes,Maharashtra,6,3,NO DEAL,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.1,50.1,0.0,0,29.13,79.23,Joined,Others,Others,0,Young Adult,0-6 Months,New,26.41,29.13,79.23,0.6323362362741386,1.581437125748503,High,1,3,0,0,1,1,0,1,0,0,1,0,16.7,33.400000000000006,0.0,0.3676637637258614,Low Value,1002.0,1,Churned
81184-BIH,Male,60,No,Bihar,9,36,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.8,2698.9,Churned,Competitor,Competitor had better devices,1,Senior,25-48 Months,Established,74.96944444444445,471.8,2698.9,0.0300307532698506,33.29919802590994,High,1,4,2,0,1,0,0,1,0,0,1,0,61.86388888888889,19.18611111111111,0.0,0.1748119604283226,High Value,4863.0,1,Churned
73571-DEL,Male,77,No,Delhi,14,20,NO DEAL,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,1929.35,0.0,0,189.54,2118.89,Churned,Attitude,Attitude of support person,1,Elder,13-24 Months,Growing,105.9445,189.54,2118.89,0.0354902802882641,28.176728723404253,High,1,3,0,1,1,0,0,1,1,0,1,0,96.4675,-21.2675,0.0,0.0894524963542232,High Value,5790.400000000001,1,Churned
12056-WES,Male,27,No,West Bengal,2,20,NO DEAL,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.4,268.45,0.0,0,94.44,362.89,Joined,Others,Others,0,Young Adult,13-24 Months,Growing,18.1445,94.44,362.89,0.24911130094519,4.0142699115044245,Low,1,6,2,2,1,0,0,1,0,0,0,0,13.4225,76.9775,0.0,0.2602441511201742,Low Value,2440.8,1,Churned
73101-JAM,Male,21,Yes,Jammu & Kashmir,4,3,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.65,181.5,0.0,0,80.86,262.36,Churned,Competitor,Competitor made better offer,1,Young Adult,0-6 Months,New,87.45333333333333,80.86,262.36,0.3264598261930172,3.063164039696439,Medium,1,5,2,0,1,1,0,1,0,0,1,0,60.5,25.15000000000001,0.0,0.3082024698887025,Low Value,1798.65,1,Churned
84766-UTT,Female,53,No,Uttar Pradesh,9,2,NO DEAL,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0.0,0,319.41,970.81,Churned,Competitor,Competitor made better offer,1,Senior,0-6 Months,New,485.405,319.41,970.81,0.0750919335400335,13.317009602194783,High,1,7,3,2,1,0,0,1,0,0,1,0,325.7,-252.8,0.0,0.3290139162142953,Medium Value,3863.7,1,Churned
